MJD,date,state,r_x,r_y,r_z,v_x,v_y,v_z,v_inf_x,v_inf_y,v_inf_z,dv_x,dv_y,dv_z
6.0539231319480270e+04,2024-08-16,Deep Space,8.2120007119459071e-01,-5.9200121944547868e-01,1.5391948533049679e-04,2.0535793585263718e+01,2.9242747294602708e+01,2.0490842838527817e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0539326534053522e+04,2024-08-16,Deep Space,8.2232829315361133e-01,-5.9039236630377112e-01,1.6518740444837303e-04,2.0497151576168655e+01,2.9270547278825482e+01,2.0490092566332518e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0539421748626773e+04,2024-08-16,Deep Space,8.2345438861793374e-01,-5.8878198644069391e-01,1.7645489640058943e-04,2.0458453912657252e+01,2.9298273473655740e+01,2.0489289254710849e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0539516963200018e+04,2024-08-17,Deep Space,8.2457835453338402e-01,-5.8717008391895242e-01,1.8772193201960140e-04,2.0419700824688963e+01,2.9325925699154887e+01,2.0488432901508818e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0539612177773270e+04,2024-08-17,Deep Space,8.2570018785845589e-01,-5.8555666281112162e-01,1.9898848213687257e-04,2.0380892542999035e+01,2.9353503776329724e+01,2.0487523505273808e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0539707392346521e+04,2024-08-17,Deep Space,8.2681988556435182e-01,-5.8394172719959270e-01,2.1025451758326064e-04,2.0342029299093305e+01,2.9381007527136870e+01,2.0486561065254755e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0539802606919766e+04,2024-08-17,Deep Space,8.2793744463502705e-01,-5.8232528117652216e-01,2.2152000918940348e-04,2.0303111325242984e+01,2.9408436774487079e+01,2.0485545581402356e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0539897821493018e+04,2024-08-17,Deep Space,8.2905286206722972e-01,-5.8070732884377785e-01,2.3278492778610457e-04,2.0264138854479359e+01,2.9435791342249605e+01,2.0484477054369177e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0539993036066269e+04,2024-08-17,Deep Space,8.3016613487054414e-01,-5.7908787431288711e-01,2.4404924420471936e-04,2.0225112120588580e+01,2.9463071055256503e+01,2.0483355485509819e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0540088250639521e+04,2024-08-17,Deep Space,8.3127726006743030e-01,-5.7746692170498326e-01,2.5531292927754115e-04,2.0186031358106288e+01,2.9490275739306885e+01,2.0482180876880990e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0540183465212765e+04,2024-08-17,Deep Space,8.3238623469326734e-01,-5.7584447515075254e-01,2.6657595383818738e-04,2.0146896802312302e+01,2.9517405221171135e+01,2.0480953231241592e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0540278679786017e+04,2024-08-17,Deep Space,8.3349305579639232e-01,-5.7422053879038037e-01,2.7783828872198608e-04,2.0107708689225241e+01,2.9544459328595167e+01,2.0479672552052772e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0540373894359269e+04,2024-08-17,Deep Space,8.3459772043814107e-01,-5.7259511677349773e-01,2.8909990476636097e-04,2.0068467255597120e+01,2.9571437890304484e+01,2.0478338843477911e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0540469108932513e+04,2024-08-17,Deep Space,8.3570022569288926e-01,-5.7096821325912672e-01,3.0036077281121889e-04,2.0029172738907949e+01,2.9598340736008389e+01,2.0476952110382665e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0540564323505765e+04,2024-08-18,Deep Space,8.3680056864809194e-01,-5.6933983241562769e-01,3.1162086369933528e-04,1.9989825377360241e+01,2.9625167696404045e+01,2.0475512358334916e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0540659538079017e+04,2024-08-18,Deep Space,8.3789874640432216e-01,-5.6770997842064308e-01,3.2288014827674044e-04,1.9950425409873567e+01,2.9651918603180526e+01,2.0474019593604698e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0540754752652261e+04,2024-08-18,Deep Space,8.3899475607531149e-01,-5.6607865546104374e-01,3.3413859739310562e-04,1.9910973076079028e+01,2.9678593289022832e+01,2.0472473823164147e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0540849967225513e+04,2024-08-18,Deep Space,8.4008859478798803e-01,-5.6444586773287397e-01,3.4539618190212947e-04,1.9871468616313713e+01,2.9705191587615872e+01,2.0470875054687362e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0540945181798765e+04,2024-08-18,Deep Space,8.4118025968251597e-01,-5.6281161944129587e-01,3.5665287266192325e-04,1.9831912271615167e+01,2.9731713333648408e+01,2.0469223296550293e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541040396372009e+04,2024-08-18,Deep Space,8.4226974791233378e-01,-5.6117591480053552e-01,3.6790864053539747e-04,1.9792304283715779e+01,2.9758158362816992e+01,2.0467518557830588e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541135610945261e+04,2024-08-18,Deep Space,8.4335705664419136e-01,-5.5953875803382536e-01,3.7916345639064719e-04,1.9752644895037182e+01,2.9784526511829785e+01,2.0465760848307382e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541230825518513e+04,2024-08-18,Deep Space,8.4444218305818863e-01,-5.5790015337335008e-01,3.9041729110133808e-04,1.9712934348684598e+01,2.9810817618410429e+01,2.0463950178461096e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541326040091757e+04,2024-08-18,Deep Space,8.4552512434781335e-01,-5.5626010506018975e-01,4.0167011554709210e-04,1.9673172888441197e+01,2.9837031521301835e+01,2.0462086559473222e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541421254665009e+04,2024-08-18,Deep Space,8.4660587771997675e-01,-5.5461861734426443e-01,4.1292190061387234e-04,1.9633360758762386e+01,2.9863168060269938e+01,2.0460170003226022e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541516469238260e+04,2024-08-19,Deep Space,8.4768444039505186e-01,-5.5297569448427708e-01,4.2417261719436891e-04,1.9593498204770114e+01,2.9889227076107424e+01,2.0458200522302269e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541611683811505e+04,2024-08-19,Deep Space,8.4876080960690925e-01,-5.5133134074765733e-01,4.3542223618838355e-04,1.9553585472247118e+01,2.9915208410637405e+01,2.0456178129984928e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541706898384757e+04,2024-08-19,Deep Space,8.4983498260295343e-01,-5.4968556041050498e-01,4.4667072850321547e-04,1.9513622807631169e+01,2.9941111906717065e+01,2.0454102840256802e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541802112958008e+04,2024-08-19,Deep Space,8.5090695664415894e-01,-5.4803835775753251e-01,4.5791806505404497e-04,1.9473610458009297e+01,2.9966937408241307e+01,2.0451974667800188e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541897327531253e+04,2024-08-19,Deep Space,8.5197672900510468e-01,-5.4638973708200822e-01,4.6916421676431857e-04,1.9433548671111954e+01,2.9992684760146261e+01,2.0449793627996460e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0541992542104505e+04,2024-08-19,Deep Space,8.5304429697401130e-01,-5.4473970268569871e-01,4.8040915456613376e-04,1.9393437695307210e+01,3.0018353808412851e+01,2.0447559736925675e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0542087756677756e+04,2024-08-19,Deep Space,8.5410965785277360e-01,-5.4308825887881174e-01,4.9165284940062197e-04,1.9353277779594872e+01,3.0043944400070259e+01,2.0445273011366119e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0542182971251001e+04,2024-08-19,Deep Space,8.5517280895699743e-01,-5.4143540997993778e-01,5.0289527221833376e-04,1.9313069173600638e+01,3.0069456383199430e+01,2.0442933468793842e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0542278185824252e+04,2024-08-19,Deep Space,8.5623374761603233e-01,-5.3978116031599288e-01,5.1413639397962106e-04,1.9272812127570170e+01,3.0094889606936441e+01,2.0440541127382161e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0542373400397504e+04,2024-08-19,Deep Space,8.5729247117300622e-01,-5.3812551422215993e-01,5.2537618565502134e-04,1.9232506892363176e+01,3.0120243921475868e+01,2.0438096006001150e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0542468614970749e+04,2024-08-19,Deep Space,8.5834897698485857e-01,-5.3646847604183079e-01,5.3661461822564021e-04,1.9192153719447482e+01,3.0145519178074167e+01,2.0435598124217072e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0542563829544000e+04,2024-08-20,Deep Space,8.5940326242237397e-01,-5.3481005012654714e-01,5.4785166268353470e-04,1.9151752860893048e+01,3.0170715229052917e+01,2.0433047502291835e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0542659044117252e+04,2024-08-20,Deep Space,8.6045532487021548e-01,-5.3315024083594298e-01,5.5908729003209491e-04,1.9111304569365995e+01,3.0195831927802125e+01,2.0430444161182393e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0542754258690496e+04,2024-08-20,Deep Space,8.6150516172695579e-01,-5.3148905253768441e-01,5.7032147128642605e-04,1.9070809098122599e+01,3.0220869128783399e+01,2.0427788122540091e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0542849473263748e+04,2024-08-20,Deep Space,8.6255277040511158e-01,-5.2982648960741185e-01,5.8155417747373099e-04,1.9030266701003256e+01,3.0245826687533125e+01,2.0425079408710070e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0542944687837000e+04,2024-08-20,Deep Space,8.6359814833117388e-01,-5.2816255642868004e-01,5.9278537963369088e-04,1.8989677632426446e+01,3.0270704460665655e+01,2.0422318042730561e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543039902410244e+04,2024-08-20,Deep Space,8.6464129294563996e-01,-5.2649725739289877e-01,6.0401504881884519e-04,1.8949042147382649e+01,3.0295502305876330e+01,2.0419504048332190e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543135116983496e+04,2024-08-20,Deep Space,8.6568220170304544e-01,-5.2483059689927392e-01,6.1524315609497583e-04,1.8908360501428277e+01,3.0320220081944584e+01,2.0416637449937255e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543230331556748e+04,2024-08-20,Deep Space,8.6672087207199422e-01,-5.2316257935474686e-01,6.2646967254148219e-04,1.8867632950679582e+01,3.0344857648736927e+01,2.0413718272659004e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543325546129992e+04,2024-08-20,Deep Space,8.6775730153518971e-01,-5.2149320917393571e-01,6.3769456925176396e-04,1.8826859751806484e+01,3.0369414867209930e+01,2.0410746542300820e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543420760703244e+04,2024-08-20,Deep Space,8.6879148758946489e-01,-5.1982249077907405e-01,6.4891781733360167e-04,1.8786041162026486e+01,3.0393891599413173e+01,2.0407722285355459e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543515975276496e+04,2024-08-21,Deep Space,8.6982342774581267e-01,-5.1815042859995197e-01,6.6013938790953231e-04,1.8745177439098480e+01,3.0418287708492098e+01,2.0404645529004212e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543611189849740e+04,2024-08-21,Deep Space,8.7085311952941424e-01,-5.1647702707385446e-01,6.7135925211722907e-04,1.8704268841316576e+01,3.0442603058690860e+01,2.0401516301116035e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543706404422992e+04,2024-08-21,Deep Space,8.7188056047967011e-01,-5.1480229064550209e-01,6.8257738110988027e-04,1.8663315627503920e+01,3.0466837515355191e+01,2.0398334630246723e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543801618996244e+04,2024-08-21,Deep Space,8.7290574815022792e-01,-5.1312622376699002e-01,6.9379374605656565e-04,1.8622318057006463e+01,3.0490990944935088e+01,2.0395100545637981e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543896833569495e+04,2024-08-21,Deep Space,8.7392868010901081e-01,-5.1144883089772619e-01,7.0500831814263422e-04,1.8581276389686742e+01,3.0515063214987585e+01,2.0391814077216489e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0543992048142740e+04,2024-08-21,Deep Space,8.7494935393824669e-01,-5.0977011650437210e-01,7.1622106857007883e-04,1.8540190885917664e+01,3.0539054194179421e+01,2.0388475255592997e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0544087262715992e+04,2024-08-21,Deep Space,8.7596776723449521e-01,-5.0809008506078057e-01,7.2743196855791460e-04,1.8499061806576179e+01,3.0562963752289683e+01,2.0385084112061305e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0544182477289243e+04,2024-08-21,Deep Space,8.7698391760867578e-01,-5.0640874104793454e-01,7.3864098934255237e-04,1.8457889413037080e+01,3.0586791760212396e+01,2.0381640678597310e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0544277691862488e+04,2024-08-21,Deep Space,8.7799780268609418e-01,-5.0472608895388604e-01,7.4984810217817413e-04,1.8416673967166652e+01,3.0610538089959086e+01,2.0378144987857941e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0544372906435739e+04,2024-08-21,Deep Space,8.7900942010647043e-01,-5.0304213327369451e-01,7.6105327833710741e-04,1.8375415731316394e+01,3.0634202614661280e+01,2.0374597073180140e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0544468121008991e+04,2024-08-21,Deep Space,8.8001876752396435e-01,-5.0135687850936517e-01,7.7225648911019920e-04,1.8334114968316694e+01,3.0657785208573006e+01,2.0370996968579791e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0544563335582236e+04,2024-08-22,Deep Space,8.8102584260720240e-01,-4.9967032916978726e-01,7.8345770580718808e-04,1.8292771941470512e+01,3.0681285747073204e+01,2.0367344708750623e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0544658550155487e+04,2024-08-22,Deep Space,8.8203064303930279e-01,-4.9798248977067217e-01,7.9465689975707703e-04,1.8251386914546988e+01,3.0704704106668075e+01,2.0363640329063076e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0544753764728739e+04,2024-08-22,Deep Space,8.8303316651790165e-01,-4.9629336483449094e-01,8.0585404230850625e-04,1.8209960151775103e+01,3.0728040164993498e+01,2.0359883865563169e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0544848979301983e+04,2024-08-22,Deep Space,8.8403341075517783e-01,-4.9460295889041306e-01,8.1704910483012226e-04,1.8168491917837322e+01,3.0751293800817272e+01,2.0356075354971348e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0544944193875235e+04,2024-08-22,Deep Space,8.8503137347787719e-01,-4.9291127647424249e-01,8.2824205871095079e-04,1.8126982477863180e+01,3.0774464894041387e+01,2.0352214834681248e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545039408448487e+04,2024-08-22,Deep Space,8.8602705242733837e-01,-4.9121832212835753e-01,8.3943287536076552e-04,1.8085432097422881e+01,3.0797553325704271e+01,2.0348302342758551e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545134623021731e+04,2024-08-22,Deep Space,8.8702044535951496e-01,-4.8952410040164590e-01,8.5062152621045582e-04,1.8043841042520899e+01,3.0820558977982909e+01,2.0344337917939659e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545229837594983e+04,2024-08-22,Deep Space,8.8801155004500099e-01,-4.8782861584944398e-01,8.6180798271239857e-04,1.8002209579589543e+01,3.0843481734194988e+01,2.0340321599630498e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545325052168235e+04,2024-08-22,Deep Space,8.8900036426905293e-01,-4.8613187303347277e-01,8.7299221634082346e-04,1.7960537975482509e+01,3.0866321478801027e+01,2.0336253427905207e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545420266741479e+04,2024-08-22,Deep Space,8.8998688583161378e-01,-4.8443387652177539e-01,8.8417419859218094e-04,1.7918826497468473e+01,3.0889078097406344e+01,2.0332133443504818e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545515481314731e+04,2024-08-23,Deep Space,8.9097111254733463e-01,-4.8273463088865431e-01,8.9535390098550765e-04,1.7877075413224574e+01,3.0911751476763108e+01,2.0327961687835935e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545610695887983e+04,2024-08-23,Deep Space,8.9195304224559768e-01,-4.8103414071460820e-01,9.0653129506279345e-04,1.7835284990829990e+01,3.0934341504772270e+01,2.0323738202969382e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545705910461227e+04,2024-08-23,Deep Space,8.9293267277053834e-01,-4.7933241058626830e-01,9.1770635238934634e-04,1.7793455498759435e+01,3.0956848070485485e+01,2.0319463031638793e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545801125034479e+04,2024-08-23,Deep Space,8.9391000198106596e-01,-4.7762944509633515e-01,9.2887904455415450e-04,1.7751587205876692e+01,3.0979271064106989e+01,2.0315136217239244e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545896339607731e+04,2024-08-23,Deep Space,8.9488502775088574e-01,-4.7592524884351561e-01,9.4004934317025229e-04,1.7709680381428086e+01,3.1001610376995373e+01,2.0310757803825791e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0545991554180975e+04,2024-08-23,Deep Space,8.9585774796851947e-01,-4.7421982643245930e-01,9.5121721987508079e-04,1.7667735295035992e+01,3.1023865901665442e+01,2.0306327836112056e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0546086768754227e+04,2024-08-23,Deep Space,8.9682816053732550e-01,-4.7251318247369395e-01,9.6238264633085062e-04,1.7625752216692316e+01,3.1046037531789882e+01,2.0301846359468717e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0546181983327479e+04,2024-08-23,Deep Space,8.9779626337552010e-01,-4.7080532158356336e-01,9.7354559422490228e-04,1.7583731416751981e+01,3.1068125162200982e+01,2.0297313419922025e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0546277197900723e+04,2024-08-23,Deep Space,8.9876205441619583e-01,-4.6909624838416214e-01,9.8470603527006672e-04,1.7541673165926376e+01,3.1090128688892300e+01,2.0292729064152307e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0546372412473975e+04,2024-08-23,Deep Space,8.9972553160734170e-01,-4.6738596750327255e-01,9.9586394120502390e-04,1.7499577735276819e+01,3.1112048009020221e+01,2.0288093339492386e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0546467627047226e+04,2024-08-23,Deep Space,9.0068669291186221e-01,-4.6567448357430008e-01,1.0070192837946627e-03,1.7457445396208023e+01,3.1133883020905586e+01,2.0283406293926032e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0546562841620471e+04,2024-08-24,Deep Space,9.0164553630759603e-01,-4.6396180123620978e-01,1.0181720348304360e-03,1.7415276420461520e+01,3.1155633624035111e+01,2.0278667976086387e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0546658056193723e+04,2024-08-24,Deep Space,9.0260205978733432e-01,-4.6224792513346225e-01,1.0293221661307197e-03,1.7373071080109138e+01,3.1177299719062983e+01,2.0273878435254347e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0546753270766974e+04,2024-08-24,Deep Space,9.0355626135883860e-01,-4.6053285991594850e-01,1.0404696495411672e-03,1.7330829647546377e+01,3.1198881207812182e+01,2.0269037721356922e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0546848485340219e+04,2024-08-24,Deep Space,9.0450813904485827e-01,-4.5881661023892645e-01,1.0516144569350646e-03,1.7288552395485873e+01,3.1220377993275910e+01,2.0264145884965576e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
